Title,fantasy,science,horror,thriller,mystery,detective,history,young,children
The New Prime,0,1,0,0,0,0,0,0,0
The Call to Vengeance,0,1,0,0,0,0,0,0,0
Podkayne of Mars,0,1,0,0,0,0,0,0,0
Star Wars Republic Commando: Hard Contact,0,1,0,0,0,0,0,0,0
The Iron Star,0,1,0,0,0,0,0,0,0
Icehenge,0,1,0,0,0,0,0,0,0
O Presidente Negro,0,1,0,0,0,0,0,0,0
"My Enemy, My Ally",0,1,0,0,0,0,0,0,0
Dayworld Rebel,0,1,0,0,0,0,0,0,0
Orion in the Dying Time,0,1,0,0,0,0,0,0,0
The Best Science Fiction of the Year 11,0,1,0,0,0,0,0,0,0
Orbit 1,0,1,0,0,0,0,0,0,0
Have Space Suit—Will Travel,0,1,0,0,0,0,0,0,0
The Best Science Fiction Stories: 1952,0,1,0,0,0,0,0,0,0
The Game-Players of Titan,0,1,0,0,0,0,0,0,0
The 1983 Annual World's Best SF,0,1,0,0,0,0,0,0,0
I Will Fear No Evil,0,1,0,0,0,0,0,0,0
The Uncertain Path,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Eighth Annual Collection,0,1,0,0,0,0,0,0,0
Year's Best SF 14,0,1,0,0,0,0,0,0,0
The Hand of Zei,0,1,0,0,0,0,0,0,0
Excession,0,1,0,0,0,0,0,0,0
Marco's Millions,0,1,0,0,0,0,0,0,0
The Icarus Hunt,0,1,0,0,0,0,0,0,0
Children of Dune,0,1,0,0,0,0,0,0,0
The Science Fiction Bestiary,0,1,0,0,0,0,0,0,0
The Flying Sorcerers,0,1,0,0,0,0,0,0,0
"Danny Dunn, Time Traveler",0,1,0,0,0,0,0,0,0
Rocket Ship Galileo,0,1,0,0,0,0,0,0,0
The Skies of Pern,0,1,0,0,0,0,0,0,0
A Time of Changes,0,1,0,0,0,0,0,0,0
Nebula Awards Showcase 2014,0,1,0,0,0,0,0,0,0
Stranglers' Moon,0,1,0,0,0,0,0,0,0
The Moon Is a Harsh Mistress,0,1,0,0,0,0,0,0,0
Emphyrio,0,1,0,0,0,0,0,0,0
No Man Friday,0,1,0,0,0,0,0,0,0
Methuselah's Children,0,1,0,0,0,0,0,0,0
The Best Science Fiction Stories and Novels: Ninth Series,0,1,0,0,0,0,0,0,0
Terry Carr's Best Science Fiction of the Year 15,0,1,0,0,0,0,0,0,0
First Voyages,0,1,0,0,0,0,0,0,0
Roadside Picnic,0,1,0,0,0,0,0,0,0
A Million Open Doors,0,1,0,0,0,0,0,0,0
The Hidden Side of the Moon,0,1,0,0,0,0,0,0,0
The Best Science Fiction of the Year 5,0,1,0,0,0,0,0,0,0
Nebula Awards 32,0,1,0,0,0,0,0,0,0
Intergalactic Empires,0,1,0,0,0,0,0,0,0
Years in the Making: the Time-Travel Stories of L. Sprague de Camp,0,1,0,0,0,0,0,0,0
Engineering Infinity,0,1,0,0,0,0,0,0,0
The Blue Barbarians,0,1,0,0,0,0,0,0,0
The Cube Root of Uncertainty,0,1,0,0,0,0,0,0,0
Limit of Vision,0,1,0,0,0,0,0,0,0
The Nebula Awards Showcase 2011,0,1,0,0,0,0,0,0,0
Kiln People,0,1,0,0,0,0,0,0,0
The Languages of Pao,0,1,0,0,0,0,0,0,0
Babel-17,0,1,0,0,0,0,0,0,0
We Who Are About To...,0,1,0,0,0,0,0,0,0
The World Before,0,1,0,0,0,0,0,0,0
The Best Science Fiction of the Year 10,0,1,0,0,0,0,0,0,0
The Queen of Zamba,0,1,0,0,0,0,0,0,0
If the Stars are Gods,0,1,0,0,0,0,0,0,0
Autumn Visits,0,1,0,0,0,0,0,0,0
Consider Phlebas,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Twenty-Fifth Annual Collection,0,1,0,0,0,0,0,0,0
Rama Revealed,0,1,0,0,0,0,0,0,0
Great Science Fiction Stories About the Moon,0,1,0,0,0,0,0,0,0
The Dolphins of Pern,0,1,0,0,0,0,0,0,0
In the Garden of Iden,0,1,0,0,0,0,0,0,0
The Best Science Fiction of the Year 2,0,1,0,0,0,0,0,0,0
The Best Science Fiction of the Year 6,0,1,0,0,0,0,0,0,0
Richter 10,0,1,0,0,0,0,0,0,0
The Modular Man,0,1,0,0,0,0,0,0,0
The Horn of Mortal Danger,0,1,0,0,0,0,0,0,0
Wondrous Beginnings,0,1,0,0,0,0,0,0,0
The 1988 Annual World's Best SF,0,1,0,0,0,0,0,0,0
Look to Windward,0,1,0,0,0,0,0,0,0
Isaac Asimov's Robot City: Cyborg,0,1,0,0,0,0,0,0,0
Comical History of the States and Empires of the Moon,0,1,0,0,0,0,0,0,0
The Final Prophecy,0,1,0,0,0,0,0,0,0
Travelers of Space,0,1,0,0,0,0,0,0,0
Gateway to Strangeness,0,1,0,0,0,0,0,0,0
The Observers,0,1,0,0,0,0,0,0,0
Darkover Landfall,0,1,0,0,0,0,0,0,0
The Space Vampires,0,1,0,0,0,0,0,0,0
The Seed of Evil,0,1,0,0,0,0,0,0,0
Shards of Honor,0,1,0,0,0,0,0,0,0
The Forge of God,0,1,0,0,0,0,0,0,0
"Danny Dunn, Invisible Boy",0,1,0,0,0,0,0,0,0
The Million Cities,0,1,0,0,0,0,0,0,0
Starborne,0,1,0,0,0,0,0,0,0
Shadow of the Giant,0,1,0,0,0,0,0,0,0
The Quantum Thief,0,1,0,0,0,0,0,0,0
Star Wars: Darth Bane: Dynasty of Evil,0,1,0,0,0,0,0,0,0
Star Wars: Aftermath,0,1,0,0,0,0,0,0,0
Star Wars: Lost Stars,0,1,0,0,0,0,0,0,0
The Positronic Man,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Twenty-Ninth Annual Collection,0,1,0,0,0,0,0,0,0
3001: The Final Odyssey,0,1,0,0,0,0,0,0,0
Last Letters from Hav,0,1,0,0,0,0,0,0,0
Old Mars,0,1,0,0,0,0,0,0,0
Camelot 30K,0,1,0,0,0,0,0,0,0
The Left Hand of Darkness,0,1,0,0,0,0,0,0,0
Fallen Dragon,0,1,0,0,0,0,0,0,0
Terry Carr's Best Science Fiction and Fantasy of the Year 16,0,1,0,0,0,0,0,0,0
Earthborn,0,1,0,0,0,0,0,0,0
Buddy Holly Is Alive and Well on Ganymede,0,1,0,0,0,0,0,0,0
Dragongirl,0,1,0,0,0,0,0,0,0
Warm Worlds and Otherwise,0,1,0,0,0,0,0,0,0
The Wind from Nowhere,0,1,0,0,0,0,0,0,0
Two Planets,0,1,0,0,0,0,0,0,0
The Time Wanderers,0,1,0,0,0,0,0,0,0
Universe 16,0,1,0,0,0,0,0,0,0
They'd Rather Be Right,0,1,0,0,0,0,0,0,0
New Dimensions IV,0,1,0,0,0,0,0,0,0
Night of the Big Heat,0,1,0,0,0,0,0,0,0
The World Inside,0,1,0,0,0,0,0,0,0
The Defiant Agents,0,1,0,0,0,0,0,0,0
Dune: House Atreides,0,1,0,0,0,0,0,0,0
The Time Ships,0,1,0,0,0,0,0,0,0
Plan for Chaos,0,1,0,0,0,0,0,0,0
Immodest Proposals,0,1,0,0,0,0,0,0,0
Barrayar,0,1,0,0,0,0,0,0,0
Star Smashers of the Galaxy Rangers,0,1,0,0,0,0,0,0,0
Ancillary Mercy,0,1,0,0,0,0,0,0,0
City of Golden Shadow,0,1,0,0,0,0,0,0,0
"Six Months, Three Days",0,1,0,0,0,0,0,0,0
Exile's Gate,0,1,0,0,0,0,0,0,0
The Night of the Triffids,0,1,0,0,0,0,0,0,0
The Gate of Worlds,0,1,0,0,0,0,0,0,0
The Weapon Shops of Isher,0,1,0,0,0,0,0,0,0
A Scourge of Screamers,0,1,0,0,0,0,0,0,0
Finity's End,0,1,0,0,0,0,0,0,0
The Best Science Fiction Stories and Novels: 1956,0,1,0,0,0,0,0,0,0
Iceworld,0,1,0,0,0,0,0,0,0
M33 in Andromeda,0,1,0,0,0,0,0,0,0
Cryoburn,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Nineteenth Annual Collection,0,1,0,0,0,0,0,0,0
Force Heretic: Refugee,0,1,0,0,0,0,0,0,0
Icerigger,0,1,0,0,0,0,0,0,0
Address: Centauri,0,1,0,0,0,0,0,0,0
—We Also Walk Dogs,0,1,0,0,0,0,0,0,0
Nearly Neptune,0,1,0,0,0,0,0,0,0
The Best of Arthur C. Clarke,0,1,0,0,0,0,0,0,0
Those Who Walk in Darkness,0,1,0,0,0,0,0,0,0
Foundation and Earth,0,1,0,0,0,0,0,0,0
Medea: Harlan's World,0,1,0,0,0,0,0,0,0
Home Is the Hunter,0,1,0,0,0,0,0,0,0
Universe 3,0,1,0,0,0,0,0,0,0
The Call of Earth,0,1,0,0,0,0,0,0,0
Hawksbill Station,0,1,0,0,0,0,0,0,0
The Incandescent Ones,0,1,0,0,0,0,0,0,0
Universe 14,0,1,0,0,0,0,0,0,0
Star Wars Republic Commando: Triple Zero,0,1,0,0,0,0,0,0,0
Invaders from Rigel,0,1,0,0,0,0,0,0,0
Tatooine Ghost,0,1,0,0,0,0,0,0,0
Shadow of the Hegemon,0,1,0,0,0,0,0,0,0
The Science Fiction Galaxy,0,1,0,0,0,0,0,0,0
A Spaceship Built of Stone and Other Stories,0,1,0,0,0,0,0,0,0
The Time Curve,0,1,0,0,0,0,0,0,0
The Green Brain,0,1,0,0,0,0,0,0,0
Worlds of the Imperium,0,1,0,0,0,0,0,0,0
The Price of the Phoenix,0,1,0,0,0,0,0,0,0
The Jesus Incident,0,1,0,0,0,0,0,0,0
Santa Olivia,0,1,0,0,0,0,0,0,0
The Howling Stones,0,1,0,0,0,0,0,0,0
Timescape,0,1,0,0,0,0,0,0,0
Palos of the Dog Star Pack,0,1,0,0,0,0,0,0,0
Citizen in Space,0,1,0,0,0,0,0,0,0
Nebula Awards Showcase 2012,0,1,0,0,0,0,0,0,0
Fire Time,0,1,0,0,0,0,0,0,0
Tales from Jabba's Palace,0,1,0,0,0,0,0,0,0
Tin Stars,0,1,0,0,0,0,0,0,0
Year's Best SF 15,0,1,0,0,0,0,0,0,0
The Far Shore of Time,0,1,0,0,0,0,0,0,0
Star Wars: Darth Bane: Path of Destruction,0,1,0,0,0,0,0,0,0
The Best Science Fiction of the Year 3,0,1,0,0,0,0,0,0,0
Quark/3,0,1,0,0,0,0,0,0,0
Memoirs of a Spacewoman,0,1,0,0,0,0,0,0,0
The Man Who Awoke,0,1,0,0,0,0,0,0,0
The Robot and the Man,0,1,0,0,0,0,0,0,0
Nebula Awards 33,0,1,0,0,0,0,0,0,0
Exiles at the Well of Souls,0,1,0,0,0,0,0,0,0
White Fang Goes Dingo,0,1,0,0,0,0,0,0,0
The Weakness,0,1,0,0,0,0,0,0,0
Portals of Tomorrow,0,1,0,0,0,0,0,0,0
Time's Eye,0,1,0,0,0,0,0,0,0
The 1976 Annual World's Best SF,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Twenty-Fourth Annual Collection,0,1,0,0,0,0,0,0,0
Robots and Empire,0,1,0,0,0,0,0,0,0
Star Wars Imperial Commando: 501st,0,1,0,0,0,0,0,0,0
Bloodhype,0,1,0,0,0,0,0,0,0
Stories of Your Life and Others,0,1,0,0,0,0,0,0,0
The House That Stood Still,0,1,0,0,0,0,0,0,0
Eifelheim,0,1,0,0,0,0,0,0,0
Stations of the Tide,0,1,0,0,0,0,0,0,0
The Light of Other Days,0,1,0,0,0,0,0,0,0
The 1979 Annual World's Best SF,0,1,0,0,0,0,0,0,0
Lucky Starr and the Moons of Jupiter,0,1,0,0,0,0,0,0,0
Thor Meets Captain America,0,1,0,0,0,0,0,0,0
The Mammoth Book of Golden Age Science Fiction,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Twelfth Annual Collection,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Thirty-Second Annual Collection,0,1,0,0,0,0,0,0,0
Galactic Pot-Healer,0,1,0,0,0,0,0,0,0
The Demolished Man,0,1,0,0,0,0,0,0,0
Tower of Glass,0,1,0,0,0,0,0,0,0
The New Space Opera,0,1,0,0,0,0,0,0,0
Man of Earth,0,1,0,0,0,0,0,0,0
Orphan Star,0,1,0,0,0,0,0,0,0
Servants of the Wankh,0,1,0,0,0,0,0,0,0
Who Goes There?,0,1,0,0,0,0,0,0,0
The Best of Science Fiction,0,1,0,0,0,0,0,0,0
Jedi Apprentice: Deceptions,0,1,0,0,0,0,0,0,0
The Mammoth Book of Classic Science Fiction,0,1,0,0,0,0,0,0,0
The Crystal World,0,1,0,0,0,0,0,0,0
Xenocide,0,1,0,0,0,0,0,0,0
Forty Thousand in Gehenna,0,1,0,0,0,0,0,0,0
Moreta: Dragonlady of Pern,0,1,0,0,0,0,0,0,0
The Nine Billion Names of God,0,1,0,0,0,0,0,0,0
Charon: A Dragon at the Gate,0,1,0,0,0,0,0,0,0
The Genesis Quest,0,1,0,0,0,0,0,0,0
Clans of the Alphane Moon,0,1,0,0,0,0,0,0,0
The Second Trip,0,1,0,0,0,0,0,0,0
The Chrysalids,0,1,0,0,0,0,0,0,0
The Octagonal Raven,0,1,0,0,0,0,0,0,0
Nebula Awards 26,0,1,0,0,0,0,0,0,0
The 1974 Annual World's Best SF,0,1,0,0,0,0,0,0,0
Of Time and Stars,0,1,0,0,0,0,0,0,0
Nemesis Games,0,1,0,0,0,0,0,0,0
The Trail of the Jedi,0,1,0,0,0,0,0,0,0
The Ships of Earth,0,1,0,0,0,0,0,0,0
River of Gods,0,1,0,0,0,0,0,0,0
Waiting for the Galactic Bus,0,1,0,0,0,0,0,0,0
"I, Q",0,1,0,0,0,0,0,0,0
The World Below,0,1,0,0,0,0,0,0,0
The Quincunx of Time,0,1,0,0,0,0,0,0,0
The Life of the World to Come,0,1,0,0,0,0,0,0,0
The Great Time Machine Hoax,0,1,0,0,0,0,0,0,0
The 1990 Annual World's Best SF,0,1,0,0,0,0,0,0,0
Year's Best SF 11,0,1,0,0,0,0,0,0,0
A Matter of Profit,0,1,0,0,0,0,0,0,0
The Sunken World,0,1,0,0,0,0,0,0,0
World of Ptavvs,0,1,0,0,0,0,0,0,0
Across the Zodiac,0,1,0,0,0,0,0,0,0
The Heaven Makers,0,1,0,0,0,0,0,0,0
Terry Carr's Best Science Fiction of the Year,0,1,0,0,0,0,0,0,0
A Mile Beyond the Moon,0,1,0,0,0,0,0,0,0
Danny Dunn and the Voice from Space,0,1,0,0,0,0,0,0,0
Year's Best SF 6,0,1,0,0,0,0,0,0,0
Danny Dunn on the Ocean Floor,0,1,0,0,0,0,0,0,0
Heretics of Dune,0,1,0,0,0,0,0,0,0
Science Fiction Thinking Machines,0,1,0,0,0,0,0,0,0
The Ghost Brigades,0,1,0,0,0,0,0,0,0
Star King,0,1,0,0,0,0,0,0,0
Children of the Fleet,0,1,0,0,0,0,0,0,0
Danny Dunn and the Homework Machine,0,1,0,0,0,0,0,0,0
The Shrinking Man,0,1,0,0,0,0,0,0,0
The Dangerous Games,0,1,0,0,0,0,0,0,0
Heechee Rendezvous,0,1,0,0,0,0,0,0,0
The Swarm War,0,1,0,0,0,0,0,0,0
The Monster Men,0,1,0,0,0,0,0,0,0
Back to the Moon,0,1,0,0,0,0,0,0,0
The Secret of Sinharat,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Fifteenth Annual Collection,0,1,0,0,0,0,0,0,0
The Cestus Deception,0,1,0,0,0,0,0,0,0
New Writings in SF 25,0,1,0,0,0,0,0,0,0
The Tommyknockers,0,1,0,0,0,0,0,0,0
"Androids, Time Machines and Blue Giraffes",0,1,0,0,0,0,0,0,0
The Captive Temple,0,1,0,0,0,0,0,0,0
The Syndic,0,1,0,0,0,0,0,0,0
The 1977 Annual World's Best SF,0,1,0,0,0,0,0,0,0
Untouched by Human Hands,0,1,0,0,0,0,0,0,0
The Five Gold Bands,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Third Annual Collection,0,1,0,0,0,0,0,0,0
TimeRiders,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Twenty-Seventh Annual Collection,0,1,0,0,0,0,0,0,0
Nebula Award Stories 1965,0,1,0,0,0,0,0,0,0
Science Fiction Adventures in Mutation,0,1,0,0,0,0,0,0,0
Dwellers in the Crucible,0,1,0,0,0,0,0,0,0
Deus Irae,0,1,0,0,0,0,0,0,0
The Cry of the Onlies,0,1,0,0,0,0,0,0,0
Farside Cannon,0,1,0,0,0,0,0,0,0
Science-Fiction Adventures in Dimension,0,1,0,0,0,0,0,0,0
Free Live Free,0,1,0,0,0,0,0,0,0
Pawns and Symbols,0,1,0,0,0,0,0,0,0
The Dosadi Experiment,0,1,0,0,0,0,0,0,0
Dr. Futurity,0,1,0,0,0,0,0,0,0
Learning the World,0,1,0,0,0,0,0,0,0
The Cyberiad,0,1,0,0,0,0,0,0,0
Venus Plus X,0,1,0,0,0,0,0,0,0
The 1980 Annual World's Best SF,0,1,0,0,0,0,0,0,0
Reach for Infinity,0,1,0,0,0,0,0,0,0
13 Great Stories of Science Fiction,0,1,0,0,0,0,0,0,0
The Extremes,0,1,0,0,0,0,0,0,0
Tea from an Empty Cup,0,1,0,0,0,0,0,0,0
Cloud's Rider,0,1,0,0,0,0,0,0,0
Ack-Ack Macaque,0,1,0,0,0,0,0,0,0
The Magic Labyrinth,0,1,0,0,0,0,0,0,0
The Moon and the Other,0,1,0,0,0,0,0,0,0
The Omnibus of Time,0,1,0,0,0,0,0,0,0
A Death of Honor,0,1,0,0,0,0,0,0,0
The Star-Crowned Kings,0,1,0,0,0,0,0,0,0
We Can Build You,0,1,0,0,0,0,0,0,0
Mission from Mount Yoda,0,1,0,0,0,0,0,0,0
Jurassic Park Adventures: Flyers,0,1,0,0,0,0,0,0,0
Beyond the Blue Event Horizon,0,1,0,0,0,0,0,0,0
"Martians, Go Home",0,1,0,0,0,0,0,0,0
Science Fiction Inventions,0,1,0,0,0,0,0,0,0
New Writings in SF 23,0,1,0,0,0,0,0,0,0
Tau Zero,0,1,0,0,0,0,0,0,0
Year's Best SF 10,0,1,0,0,0,0,0,0,0
The Threat Within,0,1,0,0,0,0,0,0,0
Omnibus of Science Fiction,0,1,0,0,0,0,0,0,0
Newton's Wake: A Space Opera,0,1,0,0,0,0,0,0,0
The Last Hurrah of the Golden Horde,0,1,0,0,0,0,0,0,0
Nebula Award Stories 11,0,1,0,0,0,0,0,0,0
Subspace Explorers,0,1,0,0,0,0,0,0,0
The Machineries of Joy,0,1,0,0,0,0,0,0,0
The Songs of Distant Earth,0,1,0,0,0,0,0,0,0
Isaac Asimov's Robot City: Suspicion,0,1,0,0,0,0,0,0,0
Logan's World,0,1,0,0,0,0,0,0,0
Dark Is the Sun,0,1,0,0,0,0,0,0,0
The Pandora Principle,0,1,0,0,0,0,0,0,0
The Parafaith War,0,1,0,0,0,0,0,0,0
With Folded Hands,0,1,0,0,0,0,0,0,0
Dark Lord: The Rise of Darth Vader,0,1,0,0,0,0,0,0,0
Up from the Bottomless Pit and Other Stories,0,1,0,0,0,0,0,0,0
New Writings in SF 26,0,1,0,0,0,0,0,0,0
Fires of Azeroth,0,1,0,0,0,0,0,0,0
Secret Agent of Terra,0,1,0,0,0,0,0,0,0
The Dangerous Rescue,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Twenty-Eighth Annual Collection,0,1,0,0,0,0,0,0,0
Nebula Awards Showcase 2000,0,1,0,0,0,0,0,0,0
The Killing Machine,0,1,0,0,0,0,0,0,0
The Crack in Space,0,1,0,0,0,0,0,0,0
Great Kings' War,0,1,0,0,0,0,0,0,0
The Honour of the Knights,0,1,0,0,0,0,0,0,0
The Klingon Gambit,0,1,0,0,0,0,0,0,0
Great Science Fiction About Doctors,0,1,0,0,0,0,0,0,0
Hello America,0,1,0,0,0,0,0,0,0
New Writings in SF 22,0,1,0,0,0,0,0,0,0
The Anome,0,1,0,0,0,0,0,0,0
The Fight for Truth,0,1,0,0,0,0,0,0,0
Pursuit of the Screamer,0,1,0,0,0,0,0,0,0
Ahead of Time,0,1,0,0,0,0,0,0,0
Up the Line,0,1,0,0,0,0,0,0,0
Tales from the Empire,0,1,0,0,0,0,0,0,0
The Air Seller,0,1,0,0,0,0,0,0,0
The Door Through Space,0,1,0,0,0,0,0,0,0
The Best of Stanley G. Weinbaum,0,1,0,0,0,0,0,0,0
The Radiant Seas,0,1,0,0,0,0,0,0,0
City at the End of Time,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Thirty-Third Annual Collection,0,1,0,0,0,0,0,0,0
The Gate of Time,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Eighteenth Annual Collection,0,1,0,0,0,0,0,0,0
Dune: House Harkonnen,0,1,0,0,0,0,0,0,0
Dune Messiah,0,1,0,0,0,0,0,0,0
No Place Like Earth,0,1,0,0,0,0,0,0,0
Earthlight,0,1,0,0,0,0,0,0,0
The Metallic Muse,0,1,0,0,0,0,0,0,0
Spherical Harmonic,0,1,0,0,0,0,0,0,0
The Other Side of the Sky,0,1,0,0,0,0,0,0,0
Operation Future,0,1,0,0,0,0,0,0,0
New Writings in SF 27,0,1,0,0,0,0,0,0,0
R Is for Rocket,0,1,0,0,0,0,0,0,0
The Approaching Storm,0,1,0,0,0,0,0,0,0
"The Doors of His Face, The Lamps of His Mouth, and Other Stories",0,1,0,0,0,0,0,0,0
Little Fuzzy,0,1,0,0,0,0,0,0,0
12 Great Classics of Science Fiction,0,1,0,0,0,0,0,0,0
The Flames: A Fantasy,0,1,0,0,0,0,0,0,0
The Mammoth Book of New World Science Fiction,0,1,0,0,0,0,0,0,0
Singularity's Ring,0,1,0,0,0,0,0,0,0
The Nebula Awards 18,0,1,0,0,0,0,0,0,0
The Bones of Zora,0,1,0,0,0,0,0,0,0
The Evil Experiment,0,1,0,0,0,0,0,0,0
The Hacker and the Ants,0,1,0,0,0,0,0,0,0
New Writings in SF 30,0,1,0,0,0,0,0,0,0
Mindstar Rising,0,1,0,0,0,0,0,0,0
The Best Science Fiction Stories: 1954,0,1,0,0,0,0,0,0,0
Aliens: Nightmare Asylum,0,1,0,0,0,0,0,0,0
Wandering Stars,0,1,0,0,0,0,0,0,0
The Ugly Little Boy,0,1,0,0,0,0,0,0,0
Traction City,0,1,0,0,0,0,0,0,0
Heaven's Reach,0,1,0,0,0,0,0,0,0
Plague Ship,0,1,0,0,0,0,0,0,0
Year's Best SF 7,0,1,0,0,0,0,0,0,0
Dreadnought!,0,1,0,0,0,0,0,0,0
Cycle of Nemesis,0,1,0,0,0,0,0,0,0
The Early Asimov,0,1,0,0,0,0,0,0,0
Return from the Stars,0,1,0,0,0,0,0,0,0
The Philip K. Dick Reader,0,1,0,0,0,0,0,0,0
The Infinite Sea,0,1,0,0,0,0,0,0,0
The Second Invasion from Mars,0,1,0,0,0,0,0,0,0
"The SFWA Grand Masters, Volume 1",0,1,0,0,0,0,0,0,0
The Deadly Hunter,0,1,0,0,0,0,0,0,0
To Your Scattered Bodies Go,0,1,0,0,0,0,0,0,0
Strangers from the Sky,0,1,0,0,0,0,0,0,0
The Excalibur Alternative,0,1,0,0,0,0,0,0,0
The Silent Stars Go By,0,1,0,0,0,0,0,0,0
Trullion: Alastor 2262,0,1,0,0,0,0,0,0,0
Islands in the Sky,0,1,0,0,0,0,0,0,0
Field of Dishonor,0,1,0,0,0,0,0,0,0
The Many Worlds of Poul Anderson,0,1,0,0,0,0,0,0,0
Dinosaur Planet Survivors,0,1,0,0,0,0,0,0,0
Barlowe's Guide to Extraterrestrials,0,1,0,0,0,0,0,0,0
Six Wakes,0,1,0,0,0,0,0,0,0
Chocky,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Second Annual Collection,0,1,0,0,0,0,0,0,0
Star Wars: Crosscurrent,0,1,0,0,0,0,0,0,0
The Venom Trees of Sunga,0,1,0,0,0,0,0,0,0
The War of the Worlds,0,1,0,0,0,0,0,0,0
Off Armageddon Reef,0,1,0,0,0,0,0,0,0
The Golden Globe,0,1,0,0,0,0,0,0,0
Destination: Void,0,1,0,0,0,0,0,0,0
Nebula Winners Thirteen,0,1,0,0,0,0,0,0,0
Damnation Alley,0,1,0,0,0,0,0,0,0
The Absolute at Large,0,1,0,0,0,0,0,0,0
This Town Will Never Let Us Go,0,1,0,0,0,0,0,0,0
The Counterfeit Man,0,1,0,0,0,0,0,0,0
The Best Science Fiction Stories: 1951,0,1,0,0,0,0,0,0,0
Year's Best SF 4,0,1,0,0,0,0,0,0,0
Big Planet,0,1,0,0,0,0,0,0,0
Dark Tide: Onslaught,0,1,0,0,0,0,0,0,0
Dayworld,0,1,0,0,0,0,0,0,0
The Ascension Factor,0,1,0,0,0,0,0,0,0
Ethan of Athos,0,1,0,0,0,0,0,0,0
The Death of Sleep,0,1,0,0,0,0,0,0,0
Pennterra,0,1,0,0,0,0,0,0,0
Mid-Flinx,0,1,0,0,0,0,0,0,0
Virtual Unrealities,0,1,0,0,0,0,0,0,0
Ole Doc Methuselah,0,1,0,0,0,0,0,0,0
Hilldiggers,0,1,0,0,0,0,0,0,0
The Legacy of Heorot,0,1,0,0,0,0,0,0,0
Catch the Lightning,0,1,0,0,0,0,0,0,0
The Mammoth Book of Modern Science Fiction,0,1,0,0,0,0,0,0,0
The 1978 Annual World's Best SF,0,1,0,0,0,0,0,0,0
Agents of Chaos: Jedi Eclipse,0,1,0,0,0,0,0,0,0
Chronopolis and Other Stories,0,1,0,0,0,0,0,0,0
Schild's Ladder,0,1,0,0,0,0,0,0,0
Timeliner,0,1,0,0,0,0,0,0,0
Enemy Lines: Rebel Dream,0,1,0,0,0,0,0,0,0
Where were you last Pluterday?,0,1,0,0,0,0,0,0,0
The Shadow Trap,0,1,0,0,0,0,0,0,0
The Miocene Arrow,0,1,0,0,0,0,0,0,0
"The SFWA Grand Masters, Volume 2",0,1,0,0,0,0,0,0,0
Destiny's Way,0,1,0,0,0,0,0,0,0
The Ballad of Beta-2,0,1,0,0,0,0,0,0,0
The Year's Best Science Fiction: Thirtieth Annual Collection,0,1,0,0,0,0,0,0,0
The Swords of Zinjaban,0,1,0,0,0,0,0,0,0
Enemy Unseen,0,1,0,0,0,0,0,0,0
The Wind from the Sun,0,1,0,0,0,0,0,0,0
Future Sports,0,1,0,0,0,0,0,0,0
Isaac Asimov's Utopia,0,1,0,0,0,0,0,0,0
The Port of Peril,0,1,0,0,0,0,0,0,0
The Death of Grass,0,1,0,0,0,0,0,0,0
"Again, Dangerous Visions",0,1,0,0,0,0,0,0,0
The Prometheus Design,0,1,0,0,0,0,0,0,0
The High Crusade,0,1,0,0,0,0,0,0,0
Mind Switch,0,1,0,0,0,0,0,0,0
The False Peace,0,1,0,0,0,0,0,0,0
Dangerous Visions,0,1,0,0,0,0,0,0,0
Sten Adventures Book 1: Sten,0,1,0,0,0,0,0,0,0
Myths of the Near Future,0,1,0,0,0,0,0,0,0
In the Mouth of the Whale,0,1,0,0,0,0,0,0,0
S Is for Space,0,1,0,0,0,0,0,0,0
The Magellanic Cloud,0,1,0,0,0,0,0,0,0
Cruiser Dreams,0,1,0,0,0,0,0,0,0
The Final Reflection,0,1,0,0,0,0,0,0,0
Hot Sleep,0,1,0,0,0,0,0,0,0
Ender's Shadow,0,1,0,0,0,0,0,0,0
Jedi Trial,0,1,0,0,0,0,0,0,0
Est: The Steersman Handbook,0,1,0,0,0,0,0,0,0
The Voyage of the Space Beagle,0,1,0,0,0,0,0,0,0
Islands in the Net,0,1,0,0,0,0,0,0,0
"Black Projects, White Knights",0,1,0,0,0,0,0,0,0
Draft:Elysium Fire,0,1,0,0,0,0,0,0,0
The Real Story,0,1,0,0,0,0,0,0,0
Ancient Shores,0,1,0,0,0,0,0,0,0
Hunter of Worlds,0,1,0,0,0,0,0,0,0
Well of Shiuan,0,1,0,0,0,0,0,0,0
A Fall of Moondust,0,1,0,0,0,0,0,0,0
